Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/07/2022,43578.7,AUD,Voestalpine Railway Systems,PO Box 391 Mackay QLD 4740,NO,NO,,,,,,,,,4502552176,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,30/05/2022,38709,AUD,Corbet Quarries Pty Ltd,3 Corbet Road Gympie QLD 4570,YES,NO,,,,,,,,,4502536491,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/07/2022,38500,AUD,SNC-Lavalin Rail & Transit Pty Limi,55 Clarence Street Sydney NSW 2000,NO,NO,,,,,,,,,4502552123,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/07/2022,38500,AUD,Corporate Scorecard Pty Ltd,PO Box 709 North Sydney NSW 2060,NO,NO,,,,,,,,,4502555155,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/07/2022,38456.72,AUD,Rockpress,17-37 Colebard Street East Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502555354,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR & EXCAV EQUIP,7/07/2022,37576.44,AUD,Delkor Rail Pty Ltd,PO Box CP217 Condell Park NSW 2200,NO,NO,,,,,,,,,4502551231,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,14/07/2022,37488,AUD,Voestalpine SIGNALING Siershahn Gmb,160 Hartley Road Smeaton Grange NSW 2567,NO,NO,,,,,,,,,4502554433,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/06/2022,37211.46,AUD,Norbar Torque Tools,45-47 Raglan Avenue Edwardstown SA 5039,NO,NO,,,,,,,,,4502551120,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,27/07/2022,36592.88,AUD,Traffic Management People No.2,6/180 Anzac Avenue Margate QLD 4021,NO,NO,,,,,,,,,4502560794,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,7/06/2022,35750,AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502551152,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,19/07/2022,35262.7,AUD,Humes,59 Sugarmill Road Pinkenba QLD 4008,NO,NO,,,,,,,,,4502555259,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/04/2022,34673.1,AUD,Austbreck Pty Ltd,19 Southern Court Keysborough VIC 3173,YES,NO,,,,,,,,,4502524417,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,7/01/2022,34347.5,AUD,Total Building Maintenance-Qld,PO Box 381 Virginia QLD 4014,NO,NO,,,,,,,,,4502550563,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,28/07/2022,33707.3,AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502560994,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,7/07/2022,33000,AUD,Followmont Transport Pty Ltd,PO Box 1597 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502551375,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,7/07/2022,33000,AUD,Followmont Transport Pty Ltd,PO Box 1597 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502551391,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,7/11/2022,33000,AUD,Wurth Australia Ltd,2/1 Healy Road Dandenong South VIC 3175,NO,NO,,,,,,,,,4502551686,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,7/11/2022,33000,AUD,Wurth Australia Ltd,2/1 Healy Road Dandenong South VIC 3175,NO,NO,,,,,,,,,4502551699,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,7/06/2022,31592,AUD,Humes,59 Sugarmill Road Pinkenba QLD 4008,NO,NO,,,,,,,,,4502551005,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,25/07/2022,31465.5,AUD,ANZ Civil Products,11 Bayswater Court Sandstone Point QLD 4511,NO,NO,,,,,,,,,4502556109,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,7/11/2022,31097.96,AUD,Grahams Plant Hire Pty Ltd,PO Box 299 Emerald QLD 4720,NO,NO,,,,,,,,,4502551684,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,7/08/2022,30470.55,AUD,Vansite Hire Pty Ltd,36 Ivan Street Arundel QLD 4214,NO,NO,,,,,,,,,4502551440,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/05/2022,30118.22,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,YES,NO,,,,,,,,,4502533406,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,14/07/2022,29931,AUD,Allroads Pty Ltd,125 Axis Place Larapinta QLD 4110,NO,NO,,,,,,,,,4502554542,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,20/07/2022,29928.44,AUD,Boral Resources Qld Pty Ltd,Cnr Anzac & Alderley Streets Toowoomba QLD 4350,NO,NO,,,,,,,,,4502555411,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/07/2022,29554.95,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502555908,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,20/07/2022,29406.94,AUD,Boral Resources Qld Pty Ltd,Cnr Anzac & Alderley Streets Toowoomba QLD 4350,NO,NO,,,,,,,,,4502555412,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,28/07/2022,28833,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502561052,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/04/2022,28579.98,AUD,Aurizon Operations Limited,PO Box 456 Brisbane QLD 4001,NO,NO,,,,,,,,,4502550736,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/07/2022,28336,AUD,Adapt Australia Pty Ltd,PO Box 1508 Tullamarine VIC 3043,NO,NO,,,,,,,,,4502551314,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,7/07/2022,27500,AUD,Bligh Tanner Pty Ltd,PO Box 612 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502551358,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/07/2022,27500,AUD,Creditor Watch Pty Ltd,25 Martin Place Sydney NSW 2000,NO,NO,,,,,,,,,4502555092,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,27/07/2022,27500,AUD,Locate And Detection Specialists Pt,4 Palmerston Drive Oxenford QLD 4210,NO,NO,,,,,,,,,4502560860,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/07/2022,27280,AUD,Mode,PO Box 348 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502552207,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,7/01/2022,27252.59,AUD,UGL Rail,80 Dorcas Street Melbourne VIC 3205,NO,NO,,,,,,,,,4502550503,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,7/12/2022,26648.6,AUD,Nepean Building & Infrastructure,PO Box 57 Yagoona NSW 2199,NO,NO,,,,,,,,,4502551829,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",WELDING CONSUMABLES,7/06/2022,26549.6,AUD,Royal Wolf Trading Australia Pty Lt,754-762 Ingham Road Bohle QLD 4818,NO,NO,,,,,,,,,4502551167,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,7/06/2022,26400,AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502551169,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,27/07/2022,26128.7,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502560938,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,7/04/2022,25938,AUD,Centurion Transport Co Pty Ltd,PO Box 3333 Bassendeen WA 6942,NO,NO,,,,,,,,,4502550709,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/07/2022,25707,AUD,Envirowatt Pty Ltd,PO Box 3207 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502554629,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,29/07/2022,25549.39,AUD,Valen Power,Po Box 74 Lake Cargelligo NSW 2672,NO,NO,,,,,,,,,4502561272,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,7/04/2022,25431.95,AUD,APC Technology,177 William Street Darlinghurst NSW 2010,NO,NO,,,,,,,,,4502550587,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Professional Services - Auditor,29/07/2022,25355,AUD,Assured Rail Projects Pty Ltd,26 Macpherson Street Warriewood NSW 2012,NO,NO,,,,,,,,,4502561359,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,7/12/2022,24724.95,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502552037,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,20/07/2022,24699.51,AUD,The Rix Group Pty Ltd,25 Bourke Street Woolloongabba QLD 4102,NO,NO,,,,,,,,,4502555479,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,7/06/2022,24623.5,AUD,Haymans Electrical & Data Suppliers,44 McBean Street Yeppoon QLD 4703,NO,NO,,,,,,,,,4502550976,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,29/07/2022,24473.24,AUD,Centurion Transport Co Pty Ltd,PO Box 3333 Bassendeen WA 6942,NO,NO,,,,,,,,,4502561297,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2022 PROTECTION RELAY SETTINGS DATABASE - STATIONWARE,26/07/2022,24374,AUD,DigSilent Pacific Pty Ltd,484 St Kilda Road Melbourne VIC 3004,NO,NO,,,,,,,,,CW2303061,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,13/07/2022,24101,AUD,Blacktop Asphalt Repairs,27 Third Avenue Barellan Point QLD 4306,NO,NO,,,,,,,,,4502552165,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/07/2022,24051.35,AUD,JBE Signalling,PO Box 5107 Brendale QLD 4500,NO,NO,,,,,,,,,4502551226,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,7/12/2022,23760,AUD,WM Olds & Sons Pty Ltd,PO Box 3030 Maryborough QLD 4650,NO,NO,,,,,,,,,4502552061,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,29/07/2022,23254,AUD,Karreman Quarries,632 West Mt Cotton Road Mt Cotton QLD 4165,NO,NO,,,,,,,,,4502561342,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,21/07/2022,22981.2,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502555597,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,7/06/2022,22810.55,AUD,Ensbey Electrical,100 Bisley Street Warwick QLD 4370,NO,NO,,,,,,,,,4502551150,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV & TRADE EQUIP,7/12/2022,22579.7,AUD,Hitachi Energy,PO Box 3433 Liverpool NSW 2170,NO,NO,,,,,,,,,4502551851,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/11/2022,22385,AUD,BRM Risk Management,530 Little Collins Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502551640,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/01/2022,22005.65,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502503413,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/01/2022,22005.65,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502503427,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,15/07/2022,22000,AUD,Stephenson Mansell Group,13 Hickson Road Walsh Bay NSW 2000,NO,NO,,,,,,,,,4502554664,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,22/06/2022,22000,AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,YES,NO,,,,,,,,,4502544748,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,21/07/2022,21911.34,AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502555788,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/07/2022,21901.8,AUD,Acquired Awareness Traffic,PO Box 5757 Brendale QLD 4500,NO,NO,,,,,,,,,4502555271,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,19/07/2022,21856.23,AUD,Hanson Construction,PO Box 116 Toowong QLD 4066,NO,NO,,,,,,,,,4502555253,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,27/07/2022,21723.79,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502560295,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,16/05/2022,21722.17,AUD,HI Fraser Pty Ltd,27a Stockdale Road O'Connor WA 6163,YES,NO,,,,,,,,,4502532495,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/12/2022,21483,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502551952,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,7/06/2022,21245.17,AUD,Ensbey Electrical,100 Bisley Street Warwick QLD 4370,NO,NO,,,,,,,,,4502551122,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/07/2022,21164,AUD,Magnetic Automation Pty Ltd,8 Riverland Drive Loganholme QLD 4129,NO,NO,,,,,,,,,4502556032,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/04/2022,21037.5,AUD,D & D Peckett Contracting,11 Goldston Street Alpha QLD 4724,NO,NO,,,,,,,,,4502550658,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,20/07/2022,20805.4,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502555380,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,28/07/2022,20655.79,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502561158,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,7/04/2022,20509.83,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502550656,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,27/07/2022,20383,AUD,Blacktop Asphalt Repairs,27 Third Avenue Barellan Point QLD 4306,NO,NO,,,,,,,,,4502560894,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,19/07/2022,20366.5,AUD,MRD Rail Technologies Pty Ltd,235 South Street Cleveland QLD 4163,NO,NO,,,,,,,,,4502555202,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/08/2022,20350,AUD,Galiyarr Technologies Pty Ltd,40 McNeill Road Kallangur QLD 4503,NO,NO,,,,,,,,,4502551509,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/07/2022,20350,AUD,Galiyarr Technologies Pty Ltd,40 McNeill Road Kallangur QLD 4503,NO,NO,,,,,,,,,4502552192,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,8/12/2021,20155.3,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502490202,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,26/07/2022,20020,AUD,Flick Pest Control Services,41 Bunya Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502556207,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","*REF: 426118945,426118947,426118948,426118950",13/07/2022,20000,AUD,Zurich AuNorth,Address not available in source data,NO,NO,,,,,,,,,5200059322,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/07/2022,19800,AUD,Westray Engineering,9-11 Deadman Road Moorebank NSW 2170,NO,NO,,,,,,,,,4502551283,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/07/2022,19800,AUD,Westray Engineering,9-11 Deadman Road Moorebank NSW 2170,NO,NO,,,,,,,,,4502551370,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,14/07/2022,19800,AUD,PHAB Architects,PO Box 556 New Farm QLD 4005,NO,NO,,,,,,,,,4502554594,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/11/2022,19744.14,AUD,Acquired Awareness Traffic,PO Box 5757 Brendale QLD 4500,NO,NO,,,,,,,,,4502551747,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECT WIRE PWR EQUIP,21/07/2022,19626.2,AUD,Hitachi Energy,PO Box 3433 Liverpool NSW 2170,NO,NO,,,,,,,,,4502555767,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,14/07/2022,19273.93,AUD,Warp QLD Pty Ltd,1/23 Darnick Street Underwood QLD 4119,NO,NO,,,,,,,,,4502554614,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,25/07/2022,19118,AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502556150,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,19/11/2021,19056.4,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502481325,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/07/2022,18980.5,AUD,Virginia Auto Electrical,15 Matheson Street Virginia QLD 4014,NO,NO,,,,,,,,,4502555830,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,18/07/2022,18840.8,AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,NO,NO,,,,,,,,,4502554985,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/01/2022,18810,AUD,Winc Australia Pty Limited,PO Box 346 Richlands QLD 4077,NO,NO,,,,,,,,,4502550477,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/07/2022,18810,AUD,Winc Australia Pty Limited,PO Box 346 Richlands QLD 4077,NO,NO,,,,,,,,,4502554471,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/07/2022,18590,AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,,4502555995,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/07/2022,18572.57,AUD,Element14 Pty Ltd,PO Box P/BAG 6 Chester Hill NSW 2162,NO,NO,,,,,,,,,4502559661,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/12/2022,18419.5,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502551953,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OPSTRVTRAIN DEL,13/06/2022,18342.72,AUD,Progress Rail Services,24 Daisy Street Revesby NSW 2212,YES,NO,,,,,,,,,4502542191,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,14/07/2022,18150,AUD,Origin Fencing Pty Ltd,PO Box 7157 Hemmant QLD 4174,NO,NO,,,,,,,,,4502554624,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,7/04/2022,18031.07,AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502550699,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,29/04/2022,18024.6,AUD,Hannams Pty Ltd,PO Box 422 Summer Hill NSW 2130,YES,NO,,,,,,,,,4502530149,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/05/2022,18018,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502550895,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,14/07/2022,17714.05,AUD,ERS Australia,10 Platinum Street Crestmead QLD 4132,NO,NO,,,,,,,,,4502554415,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/07/2022,17411.27,AUD,Acquired Awareness Traffic,PO Box 5757 Brendale QLD 4500,NO,NO,,,,,,,,,4502555730,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,19/07/2022,17369,AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502555232,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,26/07/2022,17328.85,AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502556216,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,7/04/2022,17216,AUD,Cairns Spring Works,PO Box 5440 Portsmith QLD 4870,NO,NO,,,,,,,,,4502550733,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHT INDUSTRY MACH,18/07/2022,17196.96,AUD,White Industries,PO Box 350 Dalby QLD 4405,NO,NO,,,,,,,,,4502554871,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/07/2022,17105,AUD,Cooper Fluid Systems Pty Ltd,152 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502552154,,,,,
