Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/04/2022,23688.5,AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502521709,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/11/2022,23383.8,AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502522955,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,14/04/2022,23303.5,AUD,Smart Engineering (QLD) Pty Ltd,101-109 Randolph Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502523466,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONFERENCES,19/04/2022,22745.8,AUD,Liquid Learning Group Pty Ltd,PO Box 1542 Sydney NSW 2000,NO,NO,,,,,,,,,4502523827,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,14/04/2022,22280.5,AUD,Bruman Rigging & Recovery,141 Enterprise Street Bohle QLD 4816,NO,NO,,,,,,,,,4502523468,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,4/04/2022,22246.4,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502521740,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/05/2022,22166.1,AUD,MDS Earthmoving,6 Creekwood Court Warner QLD 4500,NO,NO,,,,,,,,,4502522016,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,4/05/2022,22069.3,AUD,Bartlem Construction Services Pty L,1025 Ridgelands Road Alton Downs QLD 4702,NO,NO,,,,,,,,,4502521865,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,27/04/2022,21723.79,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502529703,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/11/2022,21644.04,AUD,Classic Coachworks Pty Ltd,14A Hearne Street Mortdale NSW 2223,NO,NO,,,,,,,,,4502522971,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,26/04/2022,21450,AUD,JBE Signalling,PO Box 5107 Brendale QLD 4500,NO,NO,,,,,,,,,4502524558,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 REGIONAL ALLIED HEALTH PROVIDER PANEL - ASPEN MEDICAL PTY LTD,19/04/2022,21428.57,AUD,Aspen Medical,2 King Street Deakin ACT 2600,NO,NO,,,,,,,,,CW2298730,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 REGIONAL ALLIED HEALTH PROVIDER PANEL -  AXIS REHABILITATION AT WORK,14/04/2022,21428.57,AUD,Axis Rehabilitation At Work Pty Ltd,PO Box 10193 Brisbane QLD 4000,NO,NO,,,,,,,,,CW2298732,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 REGIONAL ALLIED HEALTH PROVIDER PANEL -  GCG HEALTH SAFETY AND HYGIENE,11/04/2022,21428.57,AUD,GCG Health Safety & Hygiene,205 Montague Road West End QLD 4101,NO,NO,,,,,,,,,CW2298754,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 REGIONAL ALLIED HEALTH PROVIDER PANEL -  BIOSYMM,28/04/2022,21428.57,AUD,Biosymm,5-7 Belmont Avenue Belmont WA 6104,NO,NO,,,,,,,,,CW2298768,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 REGIONAL ALLIED HEALTH PROVIDER PANEL -  VITALITY WORKS,14/04/2022,21428.57,AUD,Vitality Works,157 Walker Street North Sydney QLD 2060,NO,NO,,,,,,,,,CW2298802,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,13/04/2022,21365.3,AUD,Thomson Reuters,100 Harris Street Pyrmont NSW 2009,NO,NO,,,,,,,,,4502523370,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,26/04/2022,21028.65,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502524986,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/11/2022,20675.6,AUD,MISI Consulting,88 Brandl Street Eight Mile Plains QLD 4113,NO,NO,,,,,,,,,4502522911,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MEASURING TOOLS,4/06/2022,20614,AUD,Intertech Engineering Pty Ltd,PO Box 2117 Seaford VIC 3198,NO,NO,,,,,,,,,4502522103,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,27/04/2022,20570,AUD,Mt Marrow Blue Metal,237 Mt Marrow Quarry Road Haigslea QLD 4306,NO,NO,,,,,,,,,4502529701,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,21/04/2022,20400,AUD,Lucas Mill,265 Warden Lane Wooragee VIC 3747,NO,NO,,,,,,,,,4502524358,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,29/04/2022,20372,AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502530147,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/05/2022,20350,AUD,PricewaterhouseCoopers,GPO Box 150 Brisbane QLD 4001,NO,NO,,,,,,,,,4502521949,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,27/04/2022,20323.3,AUD,MFB Products Pty Ltd,105 Lewis Road Wantirna South VIC 3152,NO,NO,,,,,,,,,4502529631,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/04/2022,20190.26,AUD,AC Hargreaves Pty Ltd,28 Hasp Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502523400,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,26/04/2022,20026.3,AUD,MFB Products Pty Ltd,105 Lewis Road Wantirna South VIC 3152,NO,NO,,,,,,,,,4502524557,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/06/2022,19965,AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502522232,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,24/03/2022,19800,AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,YES,NO,,,,,,,,,4502516039,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/04/2022,19759.91,AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502521797,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,26/04/2022,19741.7,AUD,Norbar Torque Tools,45-47 Raglan Avenue Edwardstown SA 5039,NO,NO,,,,,,,,,4502526866,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,13/04/2022,19668,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050451702,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,4/11/2022,19470,AUD,Smart Engineering (QLD) Pty Ltd,101-109 Randolph Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502522929,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,27/04/2022,19450.2,AUD,Pierce Engineering Pty Ltd,48 Quinn Street North Rockhampton QLD 4701,NO,NO,,,,,,,,,4502529726,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/04/2022,19255.1,AUD,Fragomen Australia Pty Ltd,"Level 19, 201 Elizabeth Street Sydney NSW 2000",NO,NO,,,,,,,,,4502521849,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",28/04/2022,19227.97,AUD,SEVA (EC) Pty Ltd,35 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502529767,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",29/04/2022,19227.97,AUD,SEVA (EC) Pty Ltd,35 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502530166,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,22/04/2022,19096,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502524461,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,13/04/2022,19046.5,AUD,Extent Heritage Pty Ltd,3/73 Union Street Pyrmont NSW 2009,NO,NO,,,,,,,,,4502523404,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/08/2022,18810,AUD,Winc Australia Pty Limited,PO Box 346 Richlands QLD 4077,NO,NO,,,,,,,,,4502522699,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR & EXCAV EQUIP,4/12/2022,18788.22,AUD,Delkor Rail Pty Ltd,PO Box CP217 Condell Park NSW 2200,NO,NO,,,,,,,,,4502523157,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/02/2022,18562.38,AUD,Australian Rail Technology Pty Ltd,10 Brennan Close Hornsby NSW 2077,YES,NO,,,,,,,,,4502506936,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,26/04/2022,18524,AUD,MDS Earthmoving,6 Creekwood Court Warner QLD 4500,NO,NO,,,,,,,,,4502526296,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING,20/04/2022,18480,AUD,Flick Pest Control Services,41 Bunya Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502523973,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/04/2022,18264.27,AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502528525,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,28/04/2022,18159.63,AUD,Shield Traffic,PO Box 1001 Pialba QLD 4655,NO,NO,,,,,,,,,4502529998,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",4/04/2022,18150,AUD,ECE Fast,505 Lytton Road Morningside QLD 4170,NO,NO,,,,,,,,,4502521674,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/04/2022,18030.76,AUD,Invacare Australia Pty Ltd,PO Box 5002 NORTH ROCKS NSW 2151,NO,NO,,,,,,,,,4502525144,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,22/04/2022,17880.94,AUD,Hardy Spicer,45 Harvey Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502524493,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,4/08/2022,17732,AUD,Smart Engineering (QLD) Pty Ltd,101-109 Randolph Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502522678,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,21/04/2022,17688.17,AUD,LexisNexis,PO Box 2222 Chatswood NSW 2067,NO,NO,,,,,,,,,4502524332,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BEARINGS,4/07/2022,17556,AUD,SKF Australia Pty Ltd,12 Navigator Place Hendra QLD 4011,NO,NO,,,,,,,,,4502522563,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRONIC COMPONENT,4/11/2022,17380,AUD,IECS Pty Ltd,199 Mains Road Sunny Bank QLD 4109,NO,NO,,,,,,,,,4502522940,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,19/04/2022,17292,AUD,Smart Engineering (QLD) Pty Ltd,101-109 Randolph Street Rocklea QLD 4106,NO,NO,,,,,,,,,4502523804,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,29/04/2022,17248,AUD,Combined Metal,52-54 Hugh Ryan Drive Garbutt QLD 4814,NO,NO,,,,,,,,,4502530088,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/11/2022,17000.5,AUD,EZALI PTY LTD,8 Murdock Street Drayton QLD 4350,NO,NO,,,,,,,,,4502522931,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BEARINGS,4/07/2022,16957.6,AUD,Comsteel,PO Box 14 Waratah NSW 2298,NO,NO,,,,,,,,,4502522565,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BEARINGS,22/04/2022,16940,AUD,NSK Australia Pty Ltd,100 Logis Boulevard Dandenong South VIC 3175,NO,NO,,,,,,,,,4502524474,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,29/04/2022,16879.5,AUD,Schneider Electric (Australia) Pty,2 Banfield Road MacQuarie Park NSW 2113,NO,NO,,,,,,,,,4502530172,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/05/2022,16825.88,AUD,SCF Group Pty Ltd,161 Bukula Street Wacol QLD 4076,NO,NO,,,,,,,,,4502522012,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/04/2022,16716.9,AUD,Mediacom Australia Pty Limited,65 Berry Street North Sydney NSW 2060,NO,NO,,,,,,,,,4502524555,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/05/2022,16538.5,AUD,SCF Group Pty Ltd,161 Bukula Street Wacol QLD 4076,NO,NO,,,,,,,,,4502521913,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,13/04/2022,16500,AUD,Economic Development Queensland,1 William Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502523380,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/11/2021,16456,AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,,,,,,,,,4502478590,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/04/2022,16426.32,AUD,Cooper Fluid Systems Pty Ltd,152 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502530170,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,20/04/2022,16266.8,AUD,GM Poles Pty Ltd,PO Box 202 Carole Park QLD 4300,NO,NO,,,,,,,,,4502524106,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,29/04/2022,16194.2,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502530208,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,14/04/2022,16060,AUD,Queensland Decal Pty Ltd,36 Benronald Street Seventeen Mile Rocks QLD 4073,NO,NO,,,,,,,,,4502523473,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,4/12/2022,15702.5,AUD,ANZ Civil Products,11 Bayswater Court Sandstone Point QLD 4511,NO,NO,,,,,,,,,4502523206,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,4/06/2022,15669.94,AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,,4050451363,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,4/04/2022,15400,AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,NO,NO,,,,,,,,,4502521766,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,29/04/2022,15400,AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,,4502530175,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",26/04/2022,15291.21,AUD,SEVA (EC) Pty Ltd,35 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502524628,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,4/08/2022,15252.05,AUD,A & S Steel Fabrications Pty Ltd,PO Box 30 Banyo QLD 4014,NO,NO,,,,,,,,,4502522755,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/08/2022,15180,AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502522627,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/12/2022,15180,AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502523217,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/06/2022,15001.47,AUD,Freudenberg Sealing Technologies Pt,42 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502522195,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/04/2022,14900,AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502523582,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PRINTING SERVICES,4/01/2022,14762,AUD,Helloworld Services Pty Ltd,77 Berry Street North Sydney NSW 2030,NO,NO,,,,,,,,,4502521578,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/11/2021,14715.8,AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,,,,,,,,,4502486438,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,19/04/2022,14530.69,AUD,EMC Global Holdings Company,PO Box 1326 North Sydney NSW 2060,NO,NO,,,,,,,,,4502523819,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,4/12/2022,14493.6,AUD,Containit Solutions,PO Box 408 Parkes NSW 2870,NO,NO,,,,,,,,,4502523160,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/05/2022,14355,AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502521974,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,4/04/2022,14303.36,AUD,Robert Walters Pty Ltd,Queen & Collins Tower Melbourne VIC 3000,NO,NO,,,,,,,,,4502521718,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,19/04/2022,14212,AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502523859,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,14/04/2022,14198.36,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502523657,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/04/2022,14195.78,AUD,VideoPro Pty Ltd,37 Eagleview Place Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502524175,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/11/2022,14195.5,AUD,Townsville Sheetmetal,PO Box 2019 Stuart QLD 4811,NO,NO,,,,,,,,,4502522954,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,4/12/2022,14189.87,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050451592,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/11/2022,13970,AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502522990,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/06/2022,13890.36,AUD,Freudenberg Sealing Technologies Pt,42 Kremzow Road Brendale QLD 4500,NO,NO,,,,,,,,,4502522197,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/05/2022,13877.95,AUD,UGL Rail,80 Dorcas Street Melbourne VIC 3205,NO,NO,,,,,,,,,4502521983,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/01/2022,13725.8,AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,,,,,,,,,4502503197,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,4/06/2022,13686.2,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502522062,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,14/04/2022,13596,AUD,Corbet Quarries Pty Ltd,3 Corbet Road Gympie QLD 4570,NO,NO,,,,,,,,,4502523609,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/04/2022,13552,AUD,Ingal Civil Products,57-65 Airds Road Liverpool NSW 2170,NO,NO,,,,,,,,,4502523528,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,19/04/2022,13442,AUD,Hills Motor & Marine Trimming Pty L,7 Schmidt Road Fernvale QLD 4306,NO,NO,,,,,,,,,4502523756,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,22/04/2022,13323.75,AUD,Bellingham & Company,PO Box 1251 Warwick QLD 4370,NO,NO,,,,,,,,,4502524504,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,29/04/2022,13290.7,AUD,Ausfield Services,3 Ugarte Street Bushland Beach QLD 4818,NO,NO,,,,,,,,,4502530141,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,4/04/2022,13286.33,AUD,Delsound Pty Ltd,58 Holdsworth Street Coorparoo QLD 4151,NO,NO,,,,,,,,,4502521744,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",4/05/2022,13260.06,AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,NO,NO,,,,,,,,,4502521860,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,4/04/2022,13200,AUD,Vitality Works,157 Walker Street North Sydney QLD 2060,NO,NO,,,,,,,,,4502521750,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,21/04/2022,13200,AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502524376,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,4/12/2022,13200,AUD,Conrad Gargett Group Pty Ltd,"240 Level 26, Queen Street Brisbane QLD 4000",NO,NO,,,,,,,,,4502523088,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SEQ HIGH RISK SPECIES MANAGEMENT PROGRAM AND SUPPORTING  INTERNAL PROCEDURES,22/03/2022,13182,AUD,Cardno Qld Pty Ltd,PO Box 359 Hervey Bay QLD 4655,NO,NO,,,,,,,,,CW2301077,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE TRANSPORT,27/04/2022,13090,AUD,Universal Cranes Pty Ltd,37 Paringa Road Murarrie QLD 4172,NO,NO,,,,,,,,,4502529575,,,,,
